# obj=gmrm_xz dir=min v_norm=0.6000 dt=0.001 n_steps=218
# q_start
-2.33822309,-1.66280000,1.18566253,-1.42231110,1.72787355,1.20620974,-0.57200108
# dq_s2
0.75780401,0.00000000,1.57664492,-0.65979181,-0.57768714,1.43541453,-0.20208191
0.75419008,0.00000000,1.57425089,-0.65662998,-0.57318926,1.43424362,-0.20056843
0.75058605,0.00000000,1.57187410,-0.65346884,-0.56872305,1.43307910,-0.19906499
0.74699184,0.00000000,1.56951441,-0.65030840,-0.56428826,1.43192097,-0.19757148
0.74340738,0.00000000,1.56717169,-0.64714868,-0.55988469,1.43076919,-0.19608782
0.73983258,0.00000000,1.56484580,-0.64398967,-0.55551210,1.42962375,-0.19461390
0.73626736,0.00000000,1.56253661,-0.64083138,-0.55117028,1.42848462,-0.19314964
0.73271163,0.00000000,1.56024399,-0.63767381,-0.54685902,1.42735179,-0.19169494
0.72916533,0.00000000,1.55796781,-0.63451697,-0.54257810,1.42622523,-0.19024971
0.72562837,0.00000000,1.55570793,-0.63136087,-0.53832731,1.42510492,-0.18881386
0.72210068,0.00000000,1.55346423,-0.62820550,-0.53410644,1.42399084,-0.18738731
0.71858217,0.00000000,1.55123659,-0.62505087,-0.52991529,1.42288298,-0.18596996
0.71507278,0.00000000,1.54902487,-0.62189699,-0.52575366,1.42178130,-0.18456173
0.71157242,0.00000000,1.54682896,-0.61874386,-0.52162133,1.42068579,-0.18316253
0.70808102,0.00000000,1.54464873,-0.61559148,-0.51751812,1.41959643,-0.18177227
0.70459851,0.00000000,1.54248406,-0.61243985,-0.51344383,1.41851320,-0.18039088
0.70112481,0.00000000,1.54033482,-0.60928898,-0.50939825,1.41743609,-0.17901827
0.69765984,0.00000000,1.53820090,-0.60613886,-0.50538120,1.41636506,-0.17765435
0.69420355,0.00000000,1.53608218,-0.60298951,-0.50139249,1.41530010,-0.17629905
0.69075584,0.00000000,1.53397855,-0.59984093,-0.49743192,1.41424119,-0.17495228
0.68731666,0.00000000,1.53188988,-0.59669310,-0.49349932,1.41318831,-0.17361396
0.68388593,0.00000000,1.52981607,-0.59354604,-0.48959449,1.41214145,-0.17228401
0.68046358,0.00000000,1.52775700,-0.59039975,-0.48571725,1.41110058,-0.17096236
0.67704955,0.00000000,1.52571255,-0.58725423,-0.48186743,1.41006569,-0.16964892
0.67364375,0.00000000,1.52368262,-0.58410948,-0.47804484,1.40903675,-0.16834363
0.67024613,0.00000000,1.52166709,-0.58096550,-0.47424931,1.40801374,-0.16704639
0.66685662,0.00000000,1.51966586,-0.57782229,-0.47048066,1.40699666,-0.16575715
0.66347514,0.00000000,1.51767882,-0.57467985,-0.46673871,1.40598548,-0.16447582
0.66010164,0.00000000,1.51570586,-0.57153818,-0.46302331,1.40498018,-0.16320232
0.65673604,0.00000000,1.51374687,-0.56839728,-0.45933427,1.40398074,-0.16193660
0.65337828,0.00000000,1.51180175,-0.56525715,-0.45567143,1.40298715,-0.16067856
0.65002829,0.00000000,1.50987040,-0.56211780,-0.45203462,1.40199939,-0.15942815
0.64668602,0.00000000,1.50795272,-0.55897921,-0.44842369,1.40101744,-0.15818529
0.64335138,0.00000000,1.50604859,-0.55584139,-0.44483846,1.40004128,-0.15694990
0.64002433,0.00000000,1.50415793,-0.55270434,-0.44127878,1.39907090,-0.15572193
0.63670480,0.00000000,1.50228063,-0.54956806,-0.43774449,1.39810628,-0.15450130
0.63339272,0.00000000,1.50041659,-0.54643254,-0.43423543,1.39714740,-0.15328794
0.63008803,0.00000000,1.49856572,-0.54329778,-0.43075145,1.39619424,-0.15208178
0.62679068,0.00000000,1.49672791,-0.54016379,-0.42729238,1.39524680,-0.15088277
0.62350059,0.00000000,1.49490307,-0.53703056,-0.42385809,1.39430504,-0.14969082
0.62021771,0.00000000,1.49309111,-0.53389809,-0.42044842,1.39336895,-0.14850588
0.61694198,0.00000000,1.49129194,-0.53076638,-0.41706322,1.39243853,-0.14732788
0.61367334,0.00000000,1.48950545,-0.52763542,-0.41370234,1.39151374,-0.14615676
0.61041173,0.00000000,1.48773156,-0.52450522,-0.41036563,1.39059459,-0.14499244
0.60715708,0.00000000,1.48597018,-0.52137576,-0.40705297,1.38968104,-0.14383488
0.60390935,0.00000000,1.48422121,-0.51824705,-0.40376419,1.38877308,-0.14268400
0.60066847,0.00000000,1.48248457,-0.51511909,-0.40049916,1.38787070,-0.14153975
0.59743438,0.00000000,1.48076016,-0.51199187,-0.39725773,1.38697388,-0.14040205
0.59420704,0.00000000,1.47904790,-0.50886539,-0.39403978,1.38608261,-0.13927086
0.59098637,0.00000000,1.47734771,-0.50573965,-0.39084517,1.38519687,-0.13814611
0.58777233,0.00000000,1.47565949,-0.50261464,-0.38767375,1.38431664,-0.13702774
0.58456486,0.00000000,1.47398316,-0.49949036,-0.38452540,1.38344191,-0.13591570
0.58136390,0.00000000,1.47231864,-0.49636681,-0.38139998,1.38257267,-0.13480991
0.57816940,0.00000000,1.47066585,-0.49324398,-0.37829737,1.38170890,-0.13371033
0.57498130,0.00000000,1.46902469,-0.49012187,-0.37521742,1.38085058,-0.13261690
0.57179955,0.00000000,1.46739509,-0.48700047,-0.37216002,1.37999770,-0.13152955
0.56862409,0.00000000,1.46577696,-0.48387979,-0.36912504,1.37915024,-0.13044824
0.56545488,0.00000000,1.46417024,-0.48075981,-0.36611234,1.37830820,-0.12937291
0.56229186,0.00000000,1.46257483,-0.47764054,-0.36312182,1.37747155,-0.12830350
0.55913497,0.00000000,1.46099066,-0.47452197,-0.36015334,1.37664029,-0.12723996
0.55598416,0.00000000,1.45941764,-0.47140410,-0.35720678,1.37581439,-0.12618222
0.55283938,0.00000000,1.45785572,-0.46828691,-0.35428202,1.37499384,-0.12513025
0.54970058,0.00000000,1.45630479,-0.46517042,-0.35137894,1.37417864,-0.12408398
0.54656771,0.00000000,1.45476480,-0.46205460,-0.34849744,1.37336876,-0.12304336
0.54344072,0.00000000,1.45323566,-0.45893946,-0.34563737,1.37256419,-0.12200834
0.54031955,0.00000000,1.45171731,-0.45582500,-0.34279865,1.37176492,-0.12097887
0.53720416,0.00000000,1.45020966,-0.45271121,-0.33998114,1.37097094,-0.11995489
0.53409449,0.00000000,1.44871265,-0.44959807,-0.33718474,1.37018222,-0.11893635
0.53099050,0.00000000,1.44722619,-0.44648560,-0.33440933,1.36939877,-0.11792321
0.52789214,0.00000000,1.44575023,-0.44337378,-0.33165481,1.36862055,-0.11691541
0.52479935,0.00000000,1.44428469,-0.44026261,-0.32892106,1.36784758,-0.11591290
